"No.","Time","Source","Destination","Protocol","Length","Info"
"11867","68.077771","192.168.255.117","74.125.130.138","UDP","76","59948  >  443 Len=34"
"11868","68.078948","192.168.255.117","35.186.224.47","TCP","66","50155  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"11869","68.095189","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11870","68.095432","192.168.255.117","172.217.194.136","QUIC","1292","Initial, DCID=9e726e57a0a2cbc3, PKN: 8, CC, PADDING"
"11871","68.193335","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50152  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"11872","68.228166","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50140  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11873","68.242489","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11874","68.300169","35.186.224.47","192.168.255.117","TCP","66","443  >  50155 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"11875","68.300330","192.168.255.117","35.186.224.47","TCP","54","50155  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"11876","68.301337","192.168.255.117","35.186.224.47","TLSv1","610","Client Hello"
"11877","68.350220","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50154  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"11878","68.365252","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50150  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11879","68.380384","192.168.255.117","172.217.194.136","TCP","571","[TCP Retransmission] 50138  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11880","68.380383","192.168.255.117","74.125.250.102","TCP","1434","[TCP Retransmission] 50153  >  19305 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=1380"
"11881","68.389691","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11882","68.536056","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11883","68.548953","192.168.255.117","142.250.4.17","TCP","646","[TCP Retransmission] 50148  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=592"
"11884","68.584323","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"11885","68.682501","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11886","68.737739","142.251.10.95","192.168.255.117","UDP","69","443  >  64219 Len=27"
"11887","68.829212","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11888","68.831157","192.168.255.117","35.186.224.47","TCP","610","[TCP Retransmission] 50155  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=556"
"11889","68.909072","192.168.255.117","20.83.81.165","TCP","265","[TCP Retransmission] 50137  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=211"
"11890","68.909072","192.168.255.117","20.50.80.210","TCP","268","[TCP Retransmission] 50139  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=214"
"11891","68.976232","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11892","69.018621","192.168.255.117","34.98.74.57","QUIC","1292","Initial, DCID=3e7d047a831f0336, PKN: 8, CC, PADDING"
"11893","69.049082","192.168.255.117","112.215.83.163","TCP","674","[TCP Retransmission] 50146  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=620"
"11894","69.049299","192.168.255.117","34.98.74.57","QUIC","1292","Initial, DCID=aab2ffb5ee62e9a3, PKN: 8, CC, PADDING"
"11895","69.111638","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50149  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11896","69.121912","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11897","69.268476","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11898","69.414084","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11899","69.486590","192.168.255.117","35.186.224.47","TCP","610","[TCP Retransmission] 50155  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=556"
"11900","69.562374","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11901","69.708465","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11902","69.856596","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11903","69.861350","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50150  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11904","70.005341","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11905","70.048775","192.168.255.117","112.215.83.163","TCP","674","[TCP Retransmission] 50145  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=620"
"11906","70.141812","192.168.255.117","172.217.194.136","TCP","571","[TCP Retransmission] 50147  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11907","70.141876","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"11908","70.153519","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11909","70.240702","172.217.194.113","192.168.255.117","UDP","71","443  >  60537 Len=29"
"11910","70.303431","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11911","70.450076","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11912","70.594788","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50152  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"11913","70.595999","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11914","70.743769","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11915","70.796738","192.168.255.117","35.186.224.47","TCP","610","[TCP Retransmission] 50155  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=556"
"11916","70.889203","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50154  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"11917","70.892310","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11918","70.936210","192.168.255.117","104.70.235.169","TCP","653","[TCP Retransmission] 50134  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=599"
"11919","70.936206","192.168.255.117","74.125.250.102","TCP","1434","[TCP Retransmission] 50153  >  19305 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=1380"
"11920","70.998501","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50149  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11921","71.039058","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11922","71.046231","192.168.255.117","35.186.224.47","TCP","54","[TCP Retransmission] 49704  >  443 [FIN, ACK] Seq=71 Ack=32 Win=253 Len=0"
"11923","71.185588","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11924","71.333159","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11925","71.361470","192.168.255.117","112.215.183.79","TCP","54","50135  >  443 [RST, ACK] Seq=518 Ack=1 Win=0 Len=0"
"11926","71.361471","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50150  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11927","71.361493","192.168.255.117","20.42.65.85","TCP","283","[TCP Retransmission] 50141  >  443 [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=229"
"11928","71.362789","192.168.255.117","112.215.183.79","TCP","66","50156  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"11929","71.479453","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11930","71.481911","112.215.183.79","192.168.255.117","TCP","66","443  >  50156 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"11931","71.482122","192.168.255.117","112.215.183.79","TCP","54","50156  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"11932","71.482533","192.168.255.117","112.215.183.79","TLSv1","571","Client Hello"
"11933","71.487570","192.168.255.117","140.213.224.172","TCP","54","50128  >  443 [FIN, ACK] Seq=518 Ack=1 Win=66048 Len=0"
"11934","71.502512","192.168.255.117","140.213.224.172","TCP","54","50129  >  443 [FIN, ACK] Seq=518 Ack=1 Win=66048 Len=0"
"11935","71.541409","192.168.255.117","142.251.10.139","UDP","1285","49301  >  443 Len=1243"
"11936","71.541596","192.168.255.117","142.251.10.139","UDP","1292","49301  >  443 Len=1250"
"11937","71.541673","192.168.255.117","142.251.10.139","UDP","1292","49301  >  443 Len=1250"
"11938","71.541782","192.168.255.117","142.251.10.139","UDP","186","49301  >  443 Len=144"
"11939","71.627332","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11940","71.775066","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11941","71.799757","192.168.255.117","142.251.10.139","UDP","1285","49301  >  443 Len=1243"
"11942","71.846582","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50156  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11943","71.924132","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11944","71.940430","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"11945","72.071694","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11946","72.128553","192.168.255.218","224.0.0.251","MDNS","587","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 10S"",""as"":""[8193, 8194]"",""ip"":""218""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.255.218 AAAA, cache flush fe80::10b7:5cff:feaf:365d NSEC, cache flush {""nm"":""Redmi Note 10S"",""as"":""[8193, 8194]"",""ip"":""218""}._mi-connect._udp.local NSEC, cache flush 218.255.168.192.in-addr.arpa NSEC, cache flush D.5.6.3.F.A.E.F.F.F.C.5.7.B.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"11947","72.128553","fe80::10b7:5cff:feaf:365d","ff02::fb","MDNS","607","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 10S"",""as"":""[8193, 8194]"",""ip"":""218""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.255.218 AAAA, cache flush fe80::10b7:5cff:feaf:365d NSEC, cache flush {""nm"":""Redmi Note 10S"",""as"":""[8193, 8194]"",""ip"":""218""}._mi-connect._udp.local NSEC, cache flush 218.255.168.192.in-addr.arpa NSEC, cache flush D.5.6.3.F.A.E.F.F.F.C.5.7.B.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"11948","72.203071","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50156  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11949","72.219954","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11950","72.234851","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"11951","72.313157","192.168.255.117","142.251.10.139","UDP","1292","49301  >  443 Len=1250"
"11952","72.344237","192.168.255.117","142.250.4.17","TCP","646","[TCP Retransmission] 50148  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=592"
"11953","72.366041","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11954","72.406597","192.168.255.117","112.215.183.79","TCP","54","50131  >  443 [RST, ACK] Seq=518 Ack=1 Win=0 Len=0"
"11955","72.408031","192.168.255.117","112.215.183.79","TCP","66","50157  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"11956","72.511934","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11957","72.550290","192.168.255.117","172.217.194.113","UDP","346","60537  >  443 Len=304"
"11958","72.659036","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11959","72.697634","142.251.10.139","192.168.255.117","UDP","69","443  >  49301 Len=27"
"11960","72.697634","172.217.194.113","192.168.255.117","UDP","77","443  >  60537 Len=35"
"11961","72.698105","192.168.255.117","142.251.10.139","UDP","1285","49301  >  443 Len=1243"
"11962","72.698627","192.168.255.117","142.251.10.139","UDP","1292","49301  >  443 Len=1250"
"11963","72.702429","192.168.255.117","142.251.10.139","UDP","186","49301  >  443 Len=144"
"11964","72.720830","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"11965","72.806667","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11966","72.826624","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"11967","72.857488","192.168.255.117","35.186.224.47","TCP","480","[TCP Retransmission] 50143  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=426"
"11968","72.873505","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50149  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11969","72.905579","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"11970","72.905579","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50156  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"11971","72.918058","172.217.194.113","192.168.255.117","UDP","507","443  >  60537 Len=465"
"11972","72.918058","172.217.194.113","192.168.255.117","UDP","78","443  >  60537 Len=36"
"11973","72.918058","172.217.194.113","192.168.255.117","UDP","155","443  >  60537 Len=113"
"11974","72.918662","192.168.255.117","172.217.194.113","UDP","80","60537  >  443 Len=38"
"11975","72.940467","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"11976","72.955368","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11977","73.013595","192.168.255.117","20.50.80.210","TCP","268","[TCP Retransmission] 50139  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=214"
"11978","73.016769","142.251.10.139","192.168.255.117","UDP","76","443  >  49301 Len=34"
"11979","73.016769","142.251.10.139","192.168.255.117","UDP","69","443  >  49301 Len=27"
"11980","73.016962","142.251.10.139","192.168.255.117","UDP","69","443  >  49301 Len=27"
"11981","73.039225","192.168.255.117","142.251.10.139","UDP","76","49301  >  443 Len=34"
"11982","73.045269","192.168.255.117","35.197.154.200","TCP","607","[TCP Retransmission] 50144  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=553"
"11983","73.103839","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11984","73.137650","142.251.10.139","192.168.255.117","UDP","587","443  >  49301 Len=545"
"11985","73.137650","142.251.10.139","192.168.255.117","UDP","263","443  >  49301 Len=221"
"11986","73.138200","192.168.255.117","142.251.10.139","UDP","82","49301  >  443 Len=40"
"11987","73.160047","192.168.255.117","142.251.10.139","UDP","76","49301  >  443 Len=34"
"11988","73.200647","192.168.255.117","172.217.194.113","UDP","76","60537  >  443 Len=34"
"11989","73.212979","172.217.194.113","192.168.255.117","UDP","507","443  >  60537 Len=465"
"11990","73.213508","192.168.255.117","172.217.194.113","UDP","76","60537  >  443 Len=34"
"11991","73.224732","172.217.194.113","192.168.255.117","UDP","69","443  >  60537 Len=27"
"11992","73.251339","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11993","73.357781","142.251.10.139","192.168.255.117","UDP","68","443  >  49301 Len=26"
"11994","73.357984","192.168.255.117","142.251.10.139","UDP","77","49301  >  443 Len=35"
"11995","73.398947","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"11996","73.403012","192.168.255.117","35.186.224.47","TCP","610","[TCP Retransmission] 50155  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=556"
"11997","73.417788","192.168.255.117","112.215.183.79","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 50157  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"11998","73.447907","142.251.10.139","192.168.255.117","UDP","69","443  >  49301 Len=27"
"11999","73.455836","172.217.194.113","192.168.255.117","UDP","71","443  >  60537 Len=29"
"12000","73.544730","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12001","73.666211","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12002","73.670084","112.215.183.79","192.168.255.117","TCP","66","443  >  50157 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"12003","73.670222","192.168.255.117","112.215.183.79","TCP","54","50157  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"12004","73.670486","192.168.255.117","112.215.183.79","TLSv1","571","Client Hello"
"12005","73.693196","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12006","73.760004","192.168.255.117","172.217.194.136","TCP","797","[TCP Retransmission] 50133  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=743"
"12007","73.762863","172.217.194.113","192.168.255.117","UDP","71","443  >  60537 Len=29"
"12008","73.807132","192.168.255.117","140.213.224.172","TCP","54","50129  >  443 [RST, ACK] Seq=519 Ack=1 Win=0 Len=0"
"12009","73.841047","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12010","73.977872","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12011","73.978983","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50157  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12012","73.989676","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12013","74.009386","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"12014","74.082488","172.217.194.113","192.168.255.117","UDP","71","443  >  60537 Len=29"
"12015","74.102746","142.251.10.95","192.168.255.117","UDP","70","443  >  64219 Len=28"
"12016","74.137699","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12017","74.198173","192.168.255.117","112.215.83.163","TCP","674","[TCP Retransmission] 50146  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=620"
"12018","74.284427","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12019","74.284691","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12020","74.294111","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50157  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12021","74.308480","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50156  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12022","74.354962","192.168.255.117","34.98.74.57","TCP","571","[TCP Retransmission] 50150  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12023","74.398829","172.217.194.113","192.168.255.117","UDP","72","443  >  60537 Len=30"
"12024","74.407005","192.168.255.117","140.213.224.172","QUIC","1292","Initial, DCID=bb920592ed48b276, PKN: 1, PING, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, PADDING"
"12025","74.407646","192.168.255.117","140.213.224.172","QUIC","119","0-RTT, DCID=bb920592ed48b276"
"12026","74.408080","192.168.255.117","140.213.224.172","QUIC","1288","0-RTT, DCID=bb920592ed48b276"
"12027","74.408157","192.168.255.117","140.213.224.172","QUIC","277","0-RTT, DCID=bb920592ed48b276"
"12028","74.431365","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12029","74.494157","192.168.255.117","35.186.224.47","TCP","54","50143  >  443 [FIN, ACK] Seq=427 Ack=1 Win=66048 Len=0"
"12030","74.578263","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12031","74.602326","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12032","74.724547","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12033","74.726379","172.217.194.113","192.168.255.117","UDP","72","443  >  60537 Len=30"
"12034","74.865240","192.168.255.117","140.213.224.172","QUIC","1292","Initial, DCID=bb920592ed48b276, PKN: 6, PADDING, CRYPTO, PADDING"
"12035","74.872473","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12036","74.895110","192.168.255.117","112.215.183.79","TCP","571","[TCP Retransmission] 50157  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12037","74.941380","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12038","75.017960","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12039","75.062829","172.217.194.113","192.168.255.117","UDP","72","443  >  60537 Len=30"
"12040","75.165098","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12041","75.269594","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12042","75.311281","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12043","75.382115","172.217.194.113","192.168.255.117","UDP","72","443  >  60537 Len=30"
"12044","75.409819","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50152  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"12045","75.459444","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12046","75.486962","192.168.255.117","20.42.65.85","TCP","283","[TCP Retransmission] 50141  >  443 [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=229"
"12047","75.534153","192.168.255.117","157.240.10.53","TLSv1.2","85","Application Data"
"12048","75.548738","192.168.255.117","172.217.194.136","TCP","54","50132  >  443 [RST, ACK] Seq=744 Ack=1 Win=0 Len=0"
"12049","75.550217","192.168.255.117","172.217.194.136","TCP","66","50158  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"12050","75.607440","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12051","75.626136","192.168.255.117","192.168.255.218","DNS","71","Standard query 0xb4f3 A i.ytimg.com"
"12052","75.753217","192.168.255.117","172.217.194.136","TCP","571","[TCP Retransmission] 50147  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=517"
"12053","75.756167","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12054","75.768989","192.168.255.117","142.251.10.94","TCP","54","50142  >  80 [FIN, ACK] Seq=335 Ack=84 Win=66048 Len=0"
"12055","75.777574","157.240.10.53","192.168.255.117","TCP","54","443  >  49768 [ACK] Seq=869 Ack=63 Win=432 Len=0"
"12056","75.777574","172.217.194.136","192.168.255.117","TCP","66","443  >  50158 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"12057","75.777753","192.168.255.117","172.217.194.136","TCP","54","50158  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"12058","75.778068","192.168.255.117","172.217.194.136","TLSv1","571","Client Hello"
"12059","75.783765","192.168.255.117","140.213.224.172","QUIC","1292","Initial, DCID=bb920592ed48b276, PKN: 8, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PING, PADDING"
"12060","75.783955","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12061","75.846706","192.168.255.117","192.168.255.218","DNS","71","Standard query 0xb4f3 A i.ytimg.com"
"12062","75.862508","157.240.10.53","192.168.255.117","TLSv1.2","92","Application Data"
"12063","75.903057","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12064","75.907235","192.168.255.117","157.240.10.53","TCP","54","49768  >  443 [ACK] Seq=63 Ack=907 Win=4193 Len=0"
"12065","75.928242","192.168.255.117","192.168.255.218","DNS","78","Standard query 0xbb8d A dealer.spotify.com"
"12066","75.953678","192.168.255.117","74.125.250.102","TCP","126","[TCP Retransmission] 50154  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=72"
"12067","75.997646","172.217.194.136","192.168.255.117","TCP","66","[TCP Out-Of-Order] 443  >  50158 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"12068","75.997765","192.168.255.117","172.217.194.136","TCP","66","[TCP Dup ACK 12057#1] 50158  >  443 [ACK] Seq=518 Ack=1 Win=66048 Len=0 SLE=0 SRE=1"
"12069","76.046218","192.168.255.117","74.125.250.102","TCP","1434","[TCP Retransmission] 50153  >  19305 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=1380"
"12070","76.051592","192.168.255.117","74.125.250.102","STUN","150","Binding Request user: 6g+sCYpQJOazmUIR:Z2+L"
"12071","76.061554","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"12072","76.076565","192.168.255.117","142.251.10.94","TCP","54","[TCP Retransmission] 50142  >  80 [FIN, ACK] Seq=335 Ack=84 Win=66048 Len=0"
"12073","76.079338","192.168.255.218","192.168.255.117","DNS","167","Standard query response 0xb4f3 A i.ytimg.com A 74.125.200.119 A 74.125.68.119 A 74.125.24.119 A 142.250.4.119 A 142.251.10.119 A 172.217.194.119"
